주문ID,주문일,채널,상품ID,상품명,시리즈,카테고리,수량,단가,할인액,판매가,주문금액,수수료율,수수료,원가합계,영업이익,주문상태,유입경로
ORD-2601-0633,2026-01-06,핫트랙스,PRD-016,데일리 노트 A5,PART PART,노트,2,9000,0,9000,18000,0.25,4500,5400,8100,완료,핫트랙스
ORD-2601-0634,2026-01-06,29CM,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,1,12000,600,11400,11400,0.2,2280,4200,4920,완료,29CM
ORD-2602-0635,2026-02-14,29CM,PRD-010,마우스패드 - 클라우드,MNNS,데스크소품,2,15000,0,15000,30000,0.2,6000,9600,14400,완료,29CM
ORD-2601-0636,2026-01-09,29CM,PRD-004,에코백 - 내추럴,Happier Label,가방,1,25000,0,25000,25000,0.2,5000,8500,11500,완료,29CM
ORD-2603-0637,2026-03-08,네이버,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,1,14000,0,14000,14000,0.12,1680,4200,8120,완료,네이버검색
ORD-2603-0638,2026-03-13,카카오선물하기,PRD-033,기프트박스 B (노트+스티커+펜),오롤리데이,기프트세트,2,22000,0,22000,44000,0.3,13200,14400,16400,완료,카카오선물하기
ORD-2603-0639,2026-03-14,카카오선물하기,PRD-008,레터링 머그컵,Happier Label,리빙소품,1,16000,0,16000,16000,0.3,4800,5600,5600,완료,카카오선물하기
ORD-2601-0640,2026-01-25,카카오선물하기,PRD-006,티슈커버 - 화이트,Happier Label,리빙소품,2,15000,0,15000,30000,0.3,9000,10400,10600,완료,카카오선물하기
ORD-2602-0641,2026-02-06,네이버,PRD-001,미니 파우치 - 레몬,Happier Label,파우치,2,12000,0,12000,24000,0.12,2880,8400,12720,반품,네이버검색
ORD-2601-0642,2026-01-15,네이버,PRD-024,2026 다이어리 - 크림,오롤리데이,다이어리,1,22000,0,22000,22000,0.12,2640,7500,11860,완료,기타
ORD-2602-0643,2026-02-27,자사몰,PRD-008,레터링 머그컵,Happier Label,리빙소품,2,16000,800,15200,30400,0.035,1064,11200,18136,완료,카카오채널
ORD-2601-0644,2026-01-04,29CM,PRD-011,마우스패드 - 그리드,MNNS,데스크소품,1,15000,0,15000,15000,0.2,3000,4800,7200,완료,29CM
ORD-2602-0645,2026-02-23,핫트랙스,PRD-020,스티커 세트 - 데일리,PART PART,스티커,1,5000,0,5000,5000,0.25,1250,1200,2550,완료,핫트랙스
ORD-2601-0646,2026-01-02,자사몰,PRD-017,데일리 노트 B5,PART PART,노트,1,11000,550,10450,10450,0.035,365,3300,6785,완료,인스타그램
ORD-2602-0647,2026-02-07,카카오선물하기,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,3,12000,0,12000,36000,0.3,10800,12600,12600,완료,카카오선물하기
ORD-2602-0648,2026-02-09,29CM,PRD-001,미니 파우치 - 레몬,Happier Label,파우치,3,12000,1800,10200,30600,0.2,6120,12600,11880,취소,29CM
ORD-2601-0649,2026-01-13,자사몰,PRD-022,2026 벽걸이 캘린더,오롤리데이,캘린더,3,18000,0,18000,54000,0.035,1890,17400,34710,완료,블로그검색
ORD-2603-0650,2026-03-25,29CM,PRD-003,스퀘어 파우치 - 크림,Happier Label,파우치,1,18000,2700,15300,15300,0.2,3060,6300,5940,완료,29CM
ORD-2603-0651,2026-03-12,자사몰,PRD-020,스티커 세트 - 데일리,PART PART,스티커,1,5000,0,5000,5000,0.035,175,1200,3625,완료,인스타그램
ORD-2602-0652,2026-02-25,네이버,PRD-007,접이식 우산,Happier Label,우산,1,28000,0,28000,28000,0.12,3360,11000,13640,완료,쇼핑라이브
ORD-2603-0653,2026-03-21,카카오선물하기,PRD-032,기프트박스 A (파우치+키링),오롤리데이,기프트세트,1,18000,0,18000,18000,0.3,5400,6000,6600,완료,카카오선물하기
ORD-2601-0654,2026-01-24,쇼피파이,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,1,22000,0,22000,22000,0.05,1100,7200,13700,완료,쇼피파이
ORD-2602-0655,2026-02-27,텐바이텐,PRD-001,미니 파우치 - 레몬,Happier Label,파우치,1,12000,0,12000,12000,0.18,2160,4200,5640,완료,텐바이텐
ORD-2601-0656,2026-01-26,카카오선물하기,PRD-033,기프트박스 B (노트+스티커+펜),오롤리데이,기프트세트,1,22000,0,22000,22000,0.3,6600,7200,8200,완료,카카오선물하기
ORD-2602-0657,2026-02-03,자사몰,PRD-010,마우스패드 - 클라우드,MNNS,데스크소품,1,15000,750,14250,14250,0.035,498,4800,8952,교환,직접유입
ORD-2603-0658,2026-03-27,29CM,PRD-018,위클리 플래너,PART PART,플래너,1,14000,0,14000,14000,0.2,2800,4500,6700,완료,29CM
ORD-2602-0659,2026-02-20,자사몰,PRD-013,보조배터리 10000mAh,MNNS,전자소품,1,42000,0,42000,42000,0.035,1470,19000,21530,완료,기타
ORD-2602-0660,2026-02-05,네이버,PRD-026,코튼 러그 - S,오롤리데이,러그,1,38000,0,38000,38000,0.12,4560,15000,18440,완료,네이버검색
ORD-2602-0661,2026-02-06,29CM,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,1,14000,2100,11900,11900,0.2,2380,4200,5320,완료,29CM
ORD-2602-0662,2026-02-25,자사몰,PRD-033,기프트박스 B (노트+스티커+펜),오롤리데이,기프트세트,1,22000,1100,20900,20900,0.035,731,7200,12969,완료,직접유입
ORD-2603-0663,2026-03-16,29CM,PRD-009,레터 키링 - A~Z,MNNS,키링,1,8000,800,7200,7200,0.2,1440,2400,3360,완료,29CM
ORD-2601-0664,2026-01-06,29CM,PRD-025,2026 다이어리 - 세이지,오롤리데이,다이어리,4,22000,0,22000,88000,0.2,17600,30000,40400,교환,29CM
ORD-2601-0665,2026-01-04,쇼피파이,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,1,22000,0,22000,22000,0.05,1100,7200,13700,완료,쇼피파이
ORD-2602-0666,2026-02-21,카카오선물하기,PRD-008,레터링 머그컵,Happier Label,리빙소품,1,16000,0,16000,16000,0.3,4800,5600,5600,완료,카카오선물하기
ORD-2603-0667,2026-03-16,자사몰,PRD-003,스퀘어 파우치 - 크림,Happier Label,파우치,1,18000,0,18000,18000,0.035,630,6300,11070,완료,인스타그램
ORD-2601-0668,2026-01-02,핫트랙스,PRD-016,데일리 노트 A5,PART PART,노트,1,9000,0,9000,9000,0.25,2250,2700,4050,취소,핫트랙스
ORD-2602-0669,2026-02-03,핫트랙스,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,1,14000,0,14000,14000,0.25,3500,4200,6300,완료,핫트랙스
ORD-2601-0670,2026-01-25,자사몰,PRD-015,폰케이스 - 패턴,MNNS,폰케이스,1,24000,0,24000,24000,0.035,840,8000,15160,완료,블로그검색
ORD-2602-0671,2026-02-14,자사몰,PRD-030,x 제주맥주 코스터 세트,콜라보,콜라보,1,12000,0,12000,12000,0.035,420,4800,6780,완료,인스타그램
ORD-2601-0672,2026-01-02,29CM,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,1,12000,1200,10800,10800,0.2,2160,4200,4440,완료,29CM
ORD-2603-0673,2026-03-20,자사몰,PRD-011,마우스패드 - 그리드,MNNS,데스크소품,1,15000,0,15000,15000,0.035,525,4800,9675,완료,인스타그램
ORD-2602-0674,2026-02-15,네이버,PRD-024,2026 다이어리 - 크림,오롤리데이,다이어리,1,22000,0,22000,22000,0.12,2640,7500,11860,완료,네이버검색
ORD-2603-0675,2026-03-05,핫트랙스,PRD-009,레터 키링 - A~Z,MNNS,키링,1,8000,0,8000,8000,0.25,2000,2400,3600,완료,핫트랙스
ORD-2602-0676,2026-02-14,카카오선물하기,PRD-032,기프트박스 A (파우치+키링),오롤리데이,기프트세트,2,18000,0,18000,36000,0.3,10800,12000,13200,완료,카카오선물하기
ORD-2601-0677,2026-01-25,자사몰,PRD-027,코튼 러그 - M,오롤리데이,러그,4,52000,5200,46800,187200,0.035,6552,84000,96648,교환,직접유입
ORD-2601-0678,2026-01-15,텐바이텐,PRD-001,미니 파우치 - 레몬,Happier Label,파우치,5,12000,0,12000,60000,0.18,10800,21000,28200,완료,텐바이텐
ORD-2601-0679,2026-01-28,네이버,PRD-015,폰케이스 - 패턴,MNNS,폰케이스,2,24000,0,24000,48000,0.12,5760,16000,26240,취소,쇼핑라이브
ORD-2601-0680,2026-01-23,네이버,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,1,12000,0,12000,12000,0.12,1440,4200,6360,완료,쇼핑라이브
ORD-2601-0681,2026-01-22,자사몰,PRD-022,2026 벽걸이 캘린더,오롤리데이,캘린더,2,18000,1800,16200,32400,0.035,1134,11600,19666,완료,직접유입
ORD-2601-0682,2026-01-06,카카오선물하기,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,1,12000,0,12000,12000,0.3,3600,4200,4200,완료,카카오선물하기
ORD-2602-0683,2026-02-21,네이버,PRD-025,2026 다이어리 - 세이지,오롤리데이,다이어리,1,22000,0,22000,22000,0.12,2640,7500,11860,완료,네이버검색
ORD-2601-0684,2026-01-09,네이버,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,1,22000,0,22000,22000,0.12,2640,7200,12160,완료,네이버검색
ORD-2601-0685,2026-01-23,카카오선물하기,PRD-033,기프트박스 B (노트+스티커+펜),오롤리데이,기프트세트,3,22000,0,22000,66000,0.3,19800,21600,24600,완료,카카오선물하기
ORD-2602-0686,2026-02-03,자사몰,PRD-030,x 제주맥주 코스터 세트,콜라보,콜라보,1,12000,0,12000,12000,0.035,420,4800,6780,완료,인스타그램
ORD-2601-0687,2026-01-05,네이버,PRD-028,실내화 - 크림,오롤리데이,슬리퍼,1,19000,0,19000,19000,0.12,2280,7200,9520,완료,쇼핑라이브
ORD-2603-0688,2026-03-16,네이버,PRD-015,폰케이스 - 패턴,MNNS,폰케이스,2,24000,0,24000,48000,0.12,5760,16000,26240,취소,네이버검색
ORD-2601-0689,2026-01-26,자사몰,PRD-035,해피어마트 한정 에코백,해피어마트,가방,1,29000,0,29000,29000,0.035,1015,10500,17485,완료,직접유입
ORD-2602-0690,2026-02-27,카카오선물하기,PRD-032,기프트박스 A (파우치+키링),오롤리데이,기프트세트,1,18000,0,18000,18000,0.3,5400,6000,6600,완료,카카오선물하기
ORD-2601-0691,2026-01-16,네이버,PRD-010,마우스패드 - 클라우드,MNNS,데스크소품,2,15000,0,15000,30000,0.12,3600,9600,16800,완료,네이버검색
ORD-2603-0692,2026-03-23,네이버,PRD-006,티슈커버 - 화이트,Happier Label,리빙소품,5,15000,0,15000,75000,0.12,9000,26000,40000,완료,네이버검색
ORD-2601-0693,2026-01-02,쇼피파이,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,1,22000,0,22000,22000,0.05,1100,7200,13700,완료,쇼피파이
ORD-2602-0694,2026-02-12,자사몰,PRD-029,실내화 - 그레이,오롤리데이,슬리퍼,1,19000,0,19000,19000,0.035,665,7200,11135,완료,블로그검색
ORD-2601-0695,2026-01-15,핫트랙스,PRD-016,데일리 노트 A5,PART PART,노트,1,9000,0,9000,9000,0.25,2250,2700,4050,완료,핫트랙스
ORD-2602-0696,2026-02-16,텐바이텐,PRD-008,레터링 머그컵,Happier Label,리빙소품,2,16000,0,16000,32000,0.18,5760,11200,15040,완료,텐바이텐
ORD-2601-0697,2026-01-16,핫트랙스,PRD-016,데일리 노트 A5,PART PART,노트,2,9000,0,9000,18000,0.25,4500,5400,8100,완료,핫트랙스
ORD-2601-0698,2026-01-12,자사몰,PRD-004,에코백 - 내추럴,Happier Label,가방,1,25000,0,25000,25000,0.035,875,8500,15625,완료,인스타그램
ORD-2601-0699,2026-01-28,네이버,PRD-022,2026 벽걸이 캘린더,오롤리데이,캘린더,4,18000,0,18000,72000,0.12,8640,23200,40160,완료,쇼핑라이브
ORD-2602-0700,2026-02-02,핫트랙스,PRD-020,스티커 세트 - 데일리,PART PART,스티커,1,5000,0,5000,5000,0.25,1250,1200,2550,완료,핫트랙스
ORD-2601-0701,2026-01-12,네이버,PRD-015,폰케이스 - 패턴,MNNS,폰케이스,3,24000,0,24000,72000,0.12,8640,24000,39360,완료,기타
ORD-2603-0702,2026-03-10,자사몰,PRD-028,실내화 - 크림,오롤리데이,슬리퍼,2,19000,0,19000,38000,0.035,1330,14400,22270,완료,기타
ORD-2602-0703,2026-02-11,자사몰,PRD-025,2026 다이어리 - 세이지,오롤리데이,다이어리,1,22000,0,22000,22000,0.035,770,7500,13730,완료,직접유입
ORD-2602-0704,2026-02-05,자사몰,PRD-025,2026 다이어리 - 세이지,오롤리데이,다이어리,1,22000,0,22000,22000,0.035,770,7500,13730,완료,블로그검색
ORD-2602-0705,2026-02-08,자사몰,PRD-001,미니 파우치 - 레몬,Happier Label,파우치,1,12000,0,12000,12000,0.035,420,4200,7380,완료,직접유입
ORD-2601-0706,2026-01-06,네이버,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,1,14000,0,14000,14000,0.12,1680,4200,8120,취소,추천
ORD-2602-0707,2026-02-03,카카오선물하기,PRD-009,레터 키링 - A~Z,MNNS,키링,1,8000,0,8000,8000,0.3,2400,2400,3200,완료,카카오선물하기
ORD-2602-0708,2026-02-23,텐바이텐,PRD-019,먼슬리 플래너,PART PART,플래너,1,16000,0,16000,16000,0.18,2880,5200,7920,완료,텐바이텐
ORD-2601-0709,2026-01-11,네이버,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,1,14000,0,14000,14000,0.12,1680,4200,8120,완료,기타
ORD-2601-0710,2026-01-10,네이버,PRD-021,스티커 세트 - 시즌,PART PART,스티커,4,5000,0,5000,20000,0.12,2400,4800,12800,완료,네이버검색
ORD-2602-0711,2026-02-18,네이버,PRD-011,마우스패드 - 그리드,MNNS,데스크소품,2,15000,0,15000,30000,0.12,3600,9600,16800,완료,쇼핑라이브
ORD-2601-0712,2026-01-19,네이버,PRD-005,에코백 - 올리브,Happier Label,가방,1,25000,0,25000,25000,0.12,3000,8500,13500,완료,네이버검색
ORD-2603-0713,2026-03-04,자사몰,PRD-034,선물 포장 서비스,오롤리데이,서비스,1,3000,0,3000,3000,0.035,105,800,2095,완료,블로그검색
ORD-2602-0714,2026-02-25,텐바이텐,PRD-021,스티커 세트 - 시즌,PART PART,스티커,1,5000,0,5000,5000,0.18,900,1200,2900,완료,텐바이텐
ORD-2602-0715,2026-02-10,카카오선물하기,PRD-003,스퀘어 파우치 - 크림,Happier Label,파우치,2,18000,0,18000,36000,0.3,10800,12600,12600,완료,카카오선물하기
ORD-2601-0716,2026-01-23,네이버,PRD-024,2026 다이어리 - 크림,오롤리데이,다이어리,2,22000,0,22000,44000,0.12,5280,15000,23720,완료,네이버검색
ORD-2601-0717,2026-01-05,쇼피파이,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,2,22000,0,22000,44000,0.05,2200,14400,27400,완료,쇼피파이
ORD-2602-0718,2026-02-02,자사몰,PRD-003,스퀘어 파우치 - 크림,Happier Label,파우치,2,18000,0,18000,36000,0.035,1260,12600,22140,완료,인스타그램
ORD-2602-0719,2026-02-25,자사몰,PRD-008,레터링 머그컵,Happier Label,리빙소품,3,16000,0,16000,48000,0.035,1680,16800,29520,완료,인스타그램
ORD-2601-0720,2026-01-06,텐바이텐,PRD-011,마우스패드 - 그리드,MNNS,데스크소품,1,15000,0,15000,15000,0.18,2700,4800,7500,완료,텐바이텐
ORD-2602-0721,2026-02-23,자사몰,PRD-019,먼슬리 플래너,PART PART,플래너,1,16000,0,16000,16000,0.035,560,5200,10240,취소,직접유입
ORD-2603-0722,2026-03-17,텐바이텐,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,1,14000,0,14000,14000,0.18,2520,4200,7280,완료,텐바이텐
ORD-2601-0723,2026-01-12,쇼피파이,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,1,22000,0,22000,22000,0.05,1100,7200,13700,완료,쇼피파이
ORD-2601-0724,2026-01-04,네이버,PRD-016,데일리 노트 A5,PART PART,노트,2,9000,0,9000,18000,0.12,2160,5400,10440,완료,네이버검색
ORD-2601-0725,2026-01-10,네이버,PRD-024,2026 다이어리 - 크림,오롤리데이,다이어리,1,22000,0,22000,22000,0.12,2640,7500,11860,완료,네이버검색
ORD-2603-0726,2026-03-07,텐바이텐,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,4,14000,0,14000,56000,0.18,10080,16800,29120,반품,텐바이텐
ORD-2602-0727,2026-02-22,자사몰,PRD-029,실내화 - 그레이,오롤리데이,슬리퍼,1,19000,0,19000,19000,0.035,665,7200,11135,완료,기타
ORD-2602-0728,2026-02-06,자사몰,PRD-013,보조배터리 10000mAh,MNNS,전자소품,1,42000,0,42000,42000,0.035,1470,19000,21530,완료,직접유입
ORD-2601-0729,2026-01-23,29CM,PRD-024,2026 다이어리 - 크림,오롤리데이,다이어리,1,22000,0,22000,22000,0.2,4400,7500,10100,완료,29CM
ORD-2602-0730,2026-02-13,쇼피파이,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,1,22000,0,22000,22000,0.05,1100,7200,13700,완료,쇼피파이
ORD-2601-0731,2026-01-05,자사몰,PRD-004,에코백 - 내추럴,Happier Label,가방,2,25000,0,25000,50000,0.035,1750,17000,31250,취소,인스타그램
ORD-2602-0732,2026-02-11,자사몰,PRD-007,접이식 우산,Happier Label,우산,2,28000,0,28000,56000,0.035,1960,22000,32040,완료,인스타그램
ORD-2602-0733,2026-02-17,네이버,PRD-011,마우스패드 - 그리드,MNNS,데스크소품,2,15000,0,15000,30000,0.12,3600,9600,16800,반품,추천
ORD-2603-0734,2026-03-04,네이버,PRD-011,마우스패드 - 그리드,MNNS,데스크소품,3,15000,0,15000,45000,0.12,5400,14400,25200,완료,쇼핑라이브
ORD-2603-0735,2026-03-23,자사몰,PRD-028,실내화 - 크림,오롤리데이,슬리퍼,1,19000,0,19000,19000,0.035,665,7200,11135,완료,직접유입
ORD-2602-0736,2026-02-16,카카오선물하기,PRD-003,스퀘어 파우치 - 크림,Happier Label,파우치,1,18000,0,18000,18000,0.3,5400,6300,6300,완료,카카오선물하기
ORD-2602-0737,2026-02-12,29CM,PRD-012,보조배터리 5000mAh,MNNS,전자소품,1,32000,1600,30400,30400,0.2,6080,14500,9820,완료,29CM
ORD-2602-0738,2026-02-25,핫트랙스,PRD-020,스티커 세트 - 데일리,PART PART,스티커,1,5000,0,5000,5000,0.25,1250,1200,2550,완료,핫트랙스
ORD-2601-0739,2026-01-08,자사몰,PRD-020,스티커 세트 - 데일리,PART PART,스티커,1,5000,0,5000,5000,0.035,175,1200,3625,완료,인스타그램
ORD-2601-0740,2026-01-15,카카오선물하기,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,1,14000,0,14000,14000,0.3,4200,4200,5600,완료,카카오선물하기
ORD-2602-0741,2026-02-11,네이버,PRD-013,보조배터리 10000mAh,MNNS,전자소품,1,42000,0,42000,42000,0.12,5040,19000,17960,완료,네이버검색
ORD-2602-0742,2026-02-26,29CM,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,1,22000,2200,19800,19800,0.2,3960,7200,8640,완료,29CM
ORD-2601-0743,2026-01-28,카카오선물하기,PRD-008,레터링 머그컵,Happier Label,리빙소품,1,16000,0,16000,16000,0.3,4800,5600,5600,완료,카카오선물하기
ORD-2602-0744,2026-02-03,29CM,PRD-024,2026 다이어리 - 크림,오롤리데이,다이어리,1,22000,0,22000,22000,0.2,4400,7500,10100,완료,29CM
ORD-2601-0745,2026-01-26,자사몰,PRD-020,스티커 세트 - 데일리,PART PART,스티커,1,5000,0,5000,5000,0.035,175,1200,3625,완료,인스타그램
ORD-2602-0746,2026-02-22,29CM,PRD-007,접이식 우산,Happier Label,우산,3,28000,0,28000,84000,0.2,16800,33000,34200,완료,29CM
ORD-2602-0747,2026-02-27,29CM,PRD-018,위클리 플래너,PART PART,플래너,1,14000,0,14000,14000,0.2,2800,4500,6700,완료,29CM
ORD-2603-0748,2026-03-24,카카오선물하기,PRD-033,기프트박스 B (노트+스티커+펜),오롤리데이,기프트세트,1,22000,0,22000,22000,0.3,6600,7200,8200,완료,카카오선물하기
ORD-2602-0749,2026-02-28,네이버,PRD-011,마우스패드 - 그리드,MNNS,데스크소품,3,15000,0,15000,45000,0.12,5400,14400,25200,완료,네이버검색
ORD-2601-0750,2026-01-06,자사몰,PRD-016,데일리 노트 A5,PART PART,노트,1,9000,450,8550,8550,0.035,299,2700,5551,취소,카카오채널
ORD-2601-0751,2026-01-16,카카오선물하기,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,1,14000,0,14000,14000,0.3,4200,4200,5600,완료,카카오선물하기
ORD-2601-0752,2026-01-26,텐바이텐,PRD-009,레터 키링 - A~Z,MNNS,키링,1,8000,0,8000,8000,0.18,1440,2400,4160,완료,텐바이텐
ORD-2601-0753,2026-01-03,네이버,PRD-010,마우스패드 - 클라우드,MNNS,데스크소품,3,15000,0,15000,45000,0.12,5400,14400,25200,완료,쇼핑라이브
ORD-2601-0754,2026-01-27,29CM,PRD-005,에코백 - 올리브,Happier Label,가방,1,25000,0,25000,25000,0.2,5000,8500,11500,완료,29CM
ORD-2601-0755,2026-01-03,자사몰,PRD-008,레터링 머그컵,Happier Label,리빙소품,2,16000,0,16000,32000,0.035,1120,11200,19680,완료,직접유입
ORD-2603-0756,2026-03-07,자사몰,PRD-012,보조배터리 5000mAh,MNNS,전자소품,1,32000,0,32000,32000,0.035,1120,14500,16380,완료,직접유입
ORD-2601-0757,2026-01-18,네이버,PRD-022,2026 벽걸이 캘린더,오롤리데이,캘린더,1,18000,0,18000,18000,0.12,2160,5800,10040,완료,네이버검색
